CURSO_ESCO	GRADO	CURSO	ESPECIALID	ASIGNATURA	NOTA_EXAME	NOTA_EXAME	
2013	E	1	PA1E	PA1E	5,0		
2013	E	1	PA1E	PA1E	8,1		
2013	E	1	PA1E	PA1E	6,3		
2013	E	1	PA1E	PA1E	5,5		
2013	E	1	PA1E	PA1E	9,2		
2013	E	1	PA1E	PA1E	8,9		
2013	E	1	PA1E	PA1E	8,1		
2013	E	1	PA1E	PA1E	8,4		
2013	E	1	PA1E	PA1E	6,1		
2013	E	1	PA1E	PA1E	7,8		
2013	E	1	PA1E	PA1E	7,1		
2013	E	1	PA1E	PA1E	7,6		
2013	E	1	PA1E	PA1E	7,0		
2013	E	1	PA1E	PA1E	6,9		
2013	E	1	PA1E	PA1E	7,6		
2013	E	1	PA1E	PA1E	7,6		
2013	E	1	PA1E	PA1E	7,8		
2013	E	1	PA1E	PA1E	7,3		
2013	E	1	PA1E	PA1E	8,0		
2013	E	1	PA1E	PA1E	8,0		
2013	E	1	PA1E	PA1E	7,6		
2013	E	1	PA1E	PA1E	7,3		
2013	E	1	PA1E	PA1E	6,4		
2013	E	1	PA1E	PA1E	8,0		
2013	E	1	PA1E	PA1E	8,4		
2013	E	1	PA1E	PA1E	7,0		
2013	E	1	PA1E	PA1E	6,5		
2013	E	1	PA1E	PA1E	9,1		
2013	E	1	PA1E	PA1E	7,1		
2013	E	1	PA1E	PA1E	7,9		
2013	E	1	PA1E	PA1E	7,8		
2013	E	1	PA1E	PA1E	7,4		
2013	E	1	PA1E	PA1E	5,3		
2013	E	1	PA1E	PA1E	7,8		
2013	E	1	PA1E	PA1E	7,6		
2013	E	1	PA1E	PA1E	8,4		
2013	E	1	PA1E	PA1E	9,0		
2013	E	1	PA1E	PA1E	6,5		
2013	E	1	PA1E	PA1E	6,0		
2013	E	1	PA1E	PA1E	8,1		
2013	E	1	PA1E	PA1E	5,9		
2013	E	1	PA1E	PA1E	8,5		
2013	E	1	PA1E	PA1E	5,9		
2013	E	1	PA1E	PA1E	6,1		
2013	E	1	PA1E	PA1E	NP		
2013	E	1	PA1E	PA1E	7,3		
2013	E	1	PA1E	PA1E	5,7		
2013	E	1	PA1E	PA1E	8,8		
2013	E	1	PA1E	PA1E	7,0		
2013	E	1	PA1E	PA1E	7,5		
2013	E	1	PA1E	PA1E	6,8		
2013	E	1	PA1E	PA1E	8,7		
2013	E	1	PA1E	PA1E	NP		
2013	E	2	Ft	Ft	ANU		
2013	E	2	Gi	Gi	NP		
2013	E	2	Pe	Pe	7,1		
2013	E	2	Pi	Pi	ANU		
2013	E	2	Pi	Pi	5,8		
2013	E	2	Pi	Pi	0,8		
2013	E	2	Pi	Pi	1,0		
2013	E	2	Pi	Pi	0,7		
2013	E	2	Pi	Pi	1,1		
2013	E	2	Pi	Pi	6,9		
2013	E	2	Pi	Pi	1,3		
2013	E	2	Va	Va	1,3		
2013	E	2	Vc	Vc	7,2		
2013	E	3	Pi	Pi	1,0		
2013	E	3	Sx	Sx	0,8		
2013	E	3	Tr	Tr	0,6		
2013	E	3	Vi	Vi	5,0		
2013	E	4	Pi	Pi	1,3		
2013	E	4	Vi	Vi	1,2		
2013	P	1	Vc	Vc	5,2		
2013	P	1	Vc	Vc	5,2		
2013	P	1	Vc	Vc	5,8		
2013	P	1	Cl	Cl	1,3		
2013	P	1	Cl	Cl	6,4		
2013	P	1	Cl	Cl	1,3		
2013	P	1	Cl	Cl	8,6		
2013	P	1	Fg	Fg	9,1		
2013	P	1	Gi	Gi	6,6		
2013	P	1	Gi	Gi	6,9		
2013	P	1	Gi	Gi	6,8		
2013	P	1	Gi	Gi	6,0		
2013	P	1	Ob	Ob	1,2		
2013	P	1	Pe	Pe	6,4		
2013	P	1	Pe	Pe	7,8		
2013	P	1	Tb	Tb	8,3		
2013	P	1	Tu	Tu	8,3		
2013	P	1	Tr	Tr	8,1		
2013	P	1	Va	Va	6,9		
2013	P	1	Va	Va	6,9		
2013	P	1	Va	Va	8,6		
2013	P	1	Va	Va	6,5		
2013	P	1	Va	Va	5,3		
2013	P	1	Vi	Vi	1,4		
2013	P	1	Vi	Vi	9,2		
2013	P	1	Vi	Vi	5,5		
2013	P	1	Vi	Vi	5,3		
2013	P	1	Vi	Vi	4,4		
2013	P	1	Vi	Vi	9,5		
2013	P	2	Ob	Ob	7,5		
2013	P	2	Pi	Pi	NP		
2013	P	2	Pi	Pi	7,4		
2013	P	3	Ca	Ca	7,6		
2013	P	3	Pi	Pi	5,8		
2013	P	5	Pi	Pi	6,7		
2013	E	4	Tr	CCTA	10		
2013	E	4	Tr	CCTA	10		
2013	E	4	Tr	CCTA	10		
2013	E	3	Tr	CCTA	10		
2013	E	2	Tr	CCTA	10		
2013	E	2	Tr	CCTA	10		
2013	E	2	Tr	CCTA	10		
2013	E	1	Tr	CCTA	10		
2013	E	1	Tr	CCTA	10		
2013	E	4	Pe	CCPR			
2013	E	4	Pe	CCPR			
2013	E	4	Pe	CCPR			
2013	E	2	Pe	CCPR			
2013	E	3	Pe	CCPR			
2013	E	3	Pe	CCPR			
2013	E	4	Fg	CCFG			
2013	E	4	Fg	CCFG			
2013	E	3	Fg	CCFG			
2013	E	4	Tb	CCTN	5		
2013	E	4	Tb	CCTN	4		
2013	E	4	Tb	CCTN	7		
2013	E	3	Tb	CCTN	NP		
2013	E	2	Tb	CCTN	10		
2013	E	2	Tp	CCTP			
2013	E	3	Tp	CCTP			
2013	E	3	Tp	CCTP			
2013	E	3	Cb	CCCO			
2013	E	2	Cb	CCCO			
2013	E	1	Cb	CCCO			
2013	P	5	Tr	Tr	NP		

